Unnamed: 0,Link,Title,Subject,Level,What will you learn,des,Title_clean,Subject_clean,Level_clean,des_clean
59,https://online-learning.harvard.edu/course/women-making-history-ten-objects-many-stories?delta=1,"Women Making History: Ten Objects, Many Stories",HUMANITIES,Introductory,"The many ways ordinary people have created change The centrality of women in American history How history is complex, nonlinear, and in constant conversation with the present How objects can embody stories of change How our understanding of history is shaped by which stories are told","As we approach the centennial of the passage of women’s suffrage in 1920, there has been a recent burst of activism among American women. Women are running for political office in record numbers. Women are organizing and taking to the streets to demand change. Women are grappling with inclusion and intersectionality. While some of this activity may have been a response to the 2016 presidential elections, its roots lie deep in 20th-century history — a history richly preserved in Harvard’s Schlesinger Library building on the library’s 75th Anniversary Exhibit. This course exemplifies the importance of archives in the making of history. Professors Laurel Ulrich and Jane Kamensky, along with colleagues from across Harvard University and beyond, show how women in the 20th-century United States pushed boundaries, fought for new rights, and challenged contemporary notions of what women could and should do. Through the exploration of ten iconic objects from the Schlesinger collection, they demonstrate how women created change by embracing education, adopting new technologies, and creating innovative works of art; pushing against discrimination and stepping into new roles in public and in private.",women making history ten objects many stories,humanities,introductory,approach centennial passage women suffrage recent burst activism among american women women running political office record numbers women organizing taking streets demand change women grappling inclusion intersectionality activity may response presidential elections roots lie deep century history history richly preserved harvard schlesinger library building library anniversary exhibit course exemplifies importance archives making history professors laurel ulrich jane kamensky along colleagues across harvard university beyond show women century united states pushed boundaries fought new rights challenged contemporary notions women could exploration ten iconic objects schlesinger collection demonstrate women created change embracing education adopting new technologies creating innovative works art pushing discrimination stepping new roles public private
60,https://online-learning.harvard.edu/course/first-nights-handel%E2%80%99s-messiah-and-baroque-oratorio?delta=0,Handel's Messiah and Baroque Oratorio,ART & DESIGN,Introductory,Get to know some wonderful music Identify genres and subgenres of 18th-century opera and oratorio Understand text-music relationships in the Baroque period Distinguish basic aspects of musical texture and musical form Appreciate cultural context and performance circumstances of Handel’s Messiah,"While Italian opera set the standard in the Baroque era, German composer George Frederic Handel quickly gained popularity for his oratorios, which put operatic techniques to work in the service of sacred music. Handel’s Messiah premiered in Dublin on April 13, 1742, and remains popular to this day. Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through Messiah’s musical highlights while detailing Handel’s composition process, the preparations and rehearsals, and the premiere performance. Learners in this module of First Nights need not have any prior musical experience. In this unit, you will learn the basics of musical form and analysis, the genres and styles used in Messiah, the circumstances of its first performance, and its subsequent history.",handel messiah baroque oratorio,art design,introductory,italian opera set standard baroque german composer george frederic handel quickly gained popularity oratorios put operatic techniques work service sacred music handel messiah premiered dublin april remains popular day harvard thomas forrest kelly morton b knafel professor music guides learners messiah musical highlights detailing handel composition process preparations rehearsals premiere performance learners module first nights need prior musical experience unit learn basics musical form analysis genres styles used messiah circumstances first performance subsequent history
61,https://online-learning.harvard.edu/course/first-nights-beethoven%E2%80%99s-9th-symphony-and-19th-century-orchestra?delta=0,Beethoven's 9th Symphony and the 19th Century Orchestra,ART & DESIGN,Introductory,Identify and describe the forms of 18th- and 19th- century orchestral music Understand the instruments and voices of the orchestra and choir Appreciate cultural context and performance circumstances of Beethoven’s 9th Symphony,"Ludwig van Beethoven’s 9th Symphony premiered in Vienna in 1824 and continues to be one of the most popular symphonies in the repertoire. The monumental symphony’s size and complexity stretch traditional instrumental forms to the breaking point, and its famous choral finale changed our view of orchestral music forever. Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through all four movements of Beethoven’s 9th Symphony, highlighting aspects of symphonic form, describing Beethoven’s composition process, the rehearsals and premiere performance, and the work’s continued relevance today. You will learn the basics of musical form and analysis, the genres and styles used and the circumstances of this symphony’s first performance and subsequent history. Learners in this course need not have any prior musical experience.",beethoven symphony century orchestra,art design,introductory,ludwig beethoven symphony premiered vienna continues popular symphonies repertoire monumental symphony size complexity stretch traditional instrumental forms breaking point famous choral finale changed view orchestral music forever harvard thomas forrest kelly morton b knafel professor music guides learners four movements beethoven symphony highlighting aspects symphonic form describing beethoven composition process rehearsals premiere performance work continued relevance today learn basics musical form analysis genres styles used circumstances symphony first performance subsequent history learners course need prior musical experience
62,https://online-learning.harvard.edu/course/first-nights-berlioz%E2%80%99s-symphonie-fantastique-and-program-music-19th-century?delta=1,First Nights: Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,ART & DESIGN,Introductory,"Stylistic features of Romantic music, including program music Technical details of composition and orchestration in the 19th century Appreciate cultural context and performance circumstances of Berlioz’s Symphonie Fantastique","Six years after the premiere of Beethoven’s monumental Ninth Symphony, composer Hector Berlioz sought to make use of the symphonic genre, but on his terms. Indeed, he wrote not only a five-movement symphony but also a narrative program to accompany and explain the symphony. This music course introduces students to the music and programmatic elements of Berlioz’s Symphonie Fantastique, illuminating a new direction for nineteenth-century music. The course’s grand finale is a live performance of the entire symphony by the Harvard Radcliffe Orchestra. Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through Berlioz’s Symphony Fantastique, highlighting Berlioz’s compositional process, his innovative orchestration, and the reception of his controversial piece of narrative instrumental music.",first nights berlioz symphonie fantastique program music century,art design,introductory,six years premiere beethoven monumental ninth symphony composer hector berlioz sought make use symphonic genre terms indeed wrote five movement symphony narrative program accompany explain symphony music course introduces students music programmatic elements berlioz symphonie fantastique illuminating new direction nineteenth century music course grand finale live performance entire symphony harvard radcliffe orchestra harvard thomas forrest kelly morton b knafel professor music guides learners berlioz symphony fantastique highlighting berlioz compositional process innovative orchestration reception controversial piece narrative instrumental music
63,https://online-learning.harvard.edu/course/first-nights-igor-stravinsky%E2%80%99s-rite-spring-modernism-ballet-and-riots?delta=0,"Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",ART & DESIGN,Introductory,Identify and describe forms and techniques used in 20th-century orchestral music Understand approaches to ballet choreography in the 20th century Appreciate cultural context and performance circumstances of Stravinsky’s The Rite of Spring,"Igor Stravinsky’s The Rite of Spring premiered in Paris in 1913, sparking a riot and screaming so loud that the dancers could not hear the orchestra, and the choreographer had to shout numbers from backstage to keep the dancers on beat. The Rite of Spring continues to challenge listeners. According to Stravinsky, The Rite of Spring was intended to portray “the surge of spring, the magnificent upsurge of nature reborn.” As you will see, Stravinsky’s description is almost frighteningly apt! Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through The Rite of Spring, highlighting not only the contributions of Stravinsky, the composer, but also those of his collaborators. Professor Kelly takes learners through the ballet’s development, rehearsals, and finally, premiere performance, and he explores just how and why The Rite of Spring challenged (and to a certain extent, continues to challenge) its listeners. You will learn about the ballet’s innovative choreography, the basics of 20th-century orchestral form and technique, and the circumstances of this ballet’s first performance and subsequent history. Learners in this course need not have any prior musical experience.",stravinsky rite spring modernism ballet riots,art design,introductory,igor stravinsky rite spring premiered paris sparking riot screaming loud dancers could hear orchestra choreographer shout numbers backstage keep dancers beat rite spring continues challenge listeners according stravinsky rite spring intended portray surge spring magnificent upsurge nature reborn see stravinsky description almost frighteningly apt harvard thomas forrest kelly morton b knafel professor music guides learners rite spring highlighting contributions stravinsky composer collaborators professor kelly takes learners ballet development rehearsals finally premiere performance explores rite spring challenged certain extent continues challenge listeners learn ballet innovative choreography basics century orchestral form technique circumstances ballet first performance subsequent history learners course need prior musical experience
64,https://online-learning.harvard.edu/course/predictionx-omens-oracles-prophecies?delta=0,"PredictionX: Omens, Oracles & Prophecies",HUMANITIES,Introductory,A variety of methods from across cultures and history for divining the future A common framework that describes human attempts to predict the future,"Humans have always sought to know their own future, be it the destiny of an empire or an individual's fate. Across cultures and history, we find people trying to find their place in the Universe by attempting to gaze into the future. Join us for this one-week, immersive learning experience as we explore “pre-scientific” prediction systems ranging from ancient Chinese bone burning to the Oracle of Delphi to modern astrology and tarot, with practitioners and Harvard faculty leading the journey. We will examine the details of over a dozen prediction systems as well as theoretical frameworks connecting them. This module is a part of PredictionX, which examines our efforts to predict the future over all of recorded history. PredictionX courses will cover topics from omens and oracles in ancient civilizations, which this course discusses, to the evolution of the general approach to science most take today as well as modern computer simulations and the role they play in predicting our futures today.",predictionx omens oracles prophecies,humanities,introductory,humans always sought know future destiny empire individual fate across cultures history find people trying find place universe attempting gaze future join us week immersive learning experience explore pre scientific prediction systems ranging ancient chinese bone burning oracle delphi modern astrology tarot practitioners harvard faculty leading journey examine details dozen prediction systems well theoretical frameworks connecting module part predictionx examines efforts predict future recorded history predictionx courses cover topics omens oracles ancient civilizations course discusses evolution general approach science today well modern computer simulations role play predicting futures today
65,https://online-learning.harvard.edu/course/fat-chance-probability-ground?delta=0,Fat Chance: Probability from the Ground Up,MATHEMATICS,Introductory,"An increased appreciation for, and reduced fear of, basic probability and statistics How to solve combinatorial counting problems How to solve problems using basic and advanced probability An introductory understanding of the normal distribution and its many statistical applications An ability to recognize common fallacies in probability, as well as some of the ways in which statistics are abused or simply misunderstood","Created specifically for those who are new to the study of probability, or for those who are seeking an approachable review of core concepts prior to enrolling in a college-level statistics course, Fat Chance prioritizes the development of a mathematical mode of thought over rote memorization of terms and formulae. Through highly visual lessons and guided practice, this course explores the quantitative reasoning behind probability and the cumulative nature of mathematics by tracing probability and statistics back to a foundation in the principles of counting.  In Modules 1 and 2, you will be introduced to basic counting skills that you will build upon throughout the course. In Module 3, you will apply those skills to simple problems in probability. In Modules 4 through 6, you will explore how those ideas and techniques can be adapted to answer a greater range of probability problems. Lastly, in Module 7, you will be introduced to statistics through the notion of expected value, variance, and the normal distribution. You will see how to use these ideas to approximate probabilities in situations where it is difficult to calculate their exact values.",fat chance probability ground,mathematics,introductory,created specifically new study probability seeking approachable review core concepts prior enrolling college level statistics course fat chance prioritizes development mathematical mode thought rote memorization terms formulae highly visual lessons guided practice course explores quantitative reasoning behind probability cumulative nature mathematics tracing probability statistics back foundation principles counting modules introduced basic counting skills build upon throughout course module apply skills simple problems probability modules explore ideas techniques adapted answer greater range probability problems lastly module introduced statistics notion expected value variance normal distribution see use ideas approximate probabilities situations difficult calculate exact values
66,https://online-learning.harvard.edu/course/strengthening-community-health-worker-programs?delta=0,Strengthening Community Health Worker Programs,HEALTH & MEDICINE,Introductory,Core concepts in community health as part of primary health systems Key components in the design and optimization of community health worker programs as exemplified through country case studies How to advocate for community health worker programs with key stakeholders The evidence demonstrating the impact and returns of community health workers How to build coalitions to support government-led programs How to break down silos and reduce duplicative efforts in the wider community health ecosystem,"Despite medical and technological advances, half of the world’s population lacks access to essential health services, and over 8.9 million preventable deaths occur every year. There is an acute global shortage of health workers, a gap that will grow to 18 million by 2030. Studies show that training high-performing community health workers can help close these gaps and save more than 3 million lives annually.  In the past few decades, many community health worker programs across the world have demonstrated their ability to save lives — including in the hardest-to-reach areas. Yet despite this progress, lessons on how to successfully scale these programs as part of national primary health systems are not widely shared. This course introduces learners to the core concepts of community health worker programs, and explores what is needed to build and strengthen large-scale programs in order to improve access to high-quality health services. The curriculum highlights the key components of designing community health systems, addresses common management challenges, and showcases lessons learned from a range of contributors — from community-level practitioners to government leaders and other global health experts. Through case studies of exemplar countries (including Ethiopia, Bangladesh, and Liberia), participants will learn from leaders across the globe how to advocate for, build, and optimize community health worker programs. This course was created by health systems leaders for health systems leaders. Whether you work in a Ministry of Health, lead or support a community health worker program, mobilize resources and advocate for increased investment in community health, or you are simply interested in knowing what it takes to deliver quality care through community health worker programs, learners will have the opportunity to advance their knowledge and skills to implement critical change. This course can be taken individually, but learners are also encouraged to convene their colleagues from within or across organizations to share insights and further enhance the learning experience.",strengthening community health worker programs,health medicine,introductory,despite medical technological advances half world population lacks access essential health services million preventable deaths occur every year acute global shortage health workers gap grow million studies show training high performing community health workers help close gaps save million lives annually past decades many community health worker programs across world demonstrated ability save lives including hardest reach areas yet despite progress lessons successfully scale programs part national primary health systems widely shared course introduces learners core concepts community health worker programs explores needed build strengthen large scale programs order improve access high quality health services curriculum highlights key components designing community health systems addresses common management challenges showcases lessons learned range contributors community level practitioners government leaders global health experts case studies exemplar countries including ethiopia bangladesh liberia participants learn leaders across globe advocate build optimize community health worker programs course created health systems leaders health systems leaders whether work ministry health lead support community health worker program mobilize resources advocate increased investment community health simply interested knowing takes deliver quality community health worker programs learners opportunity advance knowledge skills implement critical change course taken individually learners encouraged convene colleagues within across organizations share insights enhance learning experience
67,https://online-learning.harvard.edu/course/opioid-crisis-america?delta=1,The Opioid Crisis in America,HEALTH & MEDICINE,Introductory,"Medical and non-medical use of opioids, including heroin and fentanyl How to manage pain with and without opioids The risks and neurological pathways to opioid addiction That addiction is a disease of the brain, not a lack of will  The multiple ways people can become addicted to opioids The latest harm reduction approaches for law enforcement and public health officials","On average, 130 Americans die every day from an overdose of opioids, the class of drugs that includes heroin, hydrocodone, codeine, morphine, and fentanyl. Around 70% of all opioid overdose deaths involved a prescription opioid. Drug overdose is now the leading cause of accidental death in the United States — opioid addiction is driving this epidemic. In this course, you'll learn about the origins and spread of this epidemic. Our experts will cover the appropriate ways this class of drugs should be used, but we will also explore the impact of opioid misuse on the individual, family, and community. You’ll hear about effective medical treatments for addiction and how to reduce the stigma that exists around addiction. You’ll learn how to help prevent overdose deaths and explore the multiple pathways to recovery. Join us to confront this epidemic with a broad perspective of the causes, effects, and solutions to the opioid crisis. After learning about harm-reduction approaches and evidence-based interventions to prevent addiction and support recovery, you will be equipped to confront the opioid epidemic.  — This course is available for Continuing Education credit. Enroll in the course to learn more about options for earning credit.",opioid crisis america,health medicine,introductory,average americans every day overdose opioids class drugs includes heroin hydrocodone codeine morphine fentanyl around opioid overdose deaths involved prescription opioid overdose leading cause accidental death united states opioid addiction driving epidemic course learn origins spread epidemic experts cover appropriate ways class drugs used explore impact opioid misuse individual family community hear effective medical treatments addiction reduce stigma exists around addiction learn help prevent overdose deaths explore multiple pathways recovery join us confront epidemic broad perspective causes effects solutions opioid crisis learning harm reduction approaches evidence based interventions prevent addiction support recovery equipped confront opioid epidemic course available continuing education credit enroll course learn options earning credit
68,https://online-learning.harvard.edu/course/introduction-family-engagement-education?delta=1,Introduction to Family Engagement in Education,EDUCATION & TEACHING,Introductory,"The relationship between family engagement and improved school/student outcomes from birth through high school The additional benefits family engagement brings to parents, educators, and communities What the research shows about the importance of engaging families","In this education course, you will learn what family engagement is and why it matters to the success of students and schools. We will explore the research linking family engagement to better educational outcomes and speak directly with researchers, educators, students, and families about promising practices in the field. Family engagement describes what families do at home and in the community to support their children’s learning and development. It also encompasses the shared partnership and responsibility between home and school. Such engagement is essential for school improvement. It is also increasingly recognized as an integral element for proficient practice as an educator.",introduction family engagement education,education teaching,introductory,education course learn family engagement matters success students schools explore research linking family engagement better educational outcomes speak directly researchers educators students families promising practices field family engagement describes families home community support children learning development encompasses shared partnership responsibility home school engagement essential school improvement increasingly recognized integral element proficient practice educator
69,https://online-learning.harvard.edu/course/introduction-digital-humanities?delta=1,Introduction to Digital Humanities,HUMANITIES,Introductory,"What the term “digital humanities” means in different disciplines. How common digital tools work and examples of projects using them. How various file types can be used to create, gather, and organize data. How to use command-line functions to analyze text. How to use free tools to create visual text analysis.","As primary sources of information are more frequently digitized and available online than ever before, how can we use those sources to ask new questions? How did Chinese families organize themselves and their landscapes in China’s past? How did African slaves from different cultures form communities in the Americas? What influences informed the creation and evolution of Broadway musicals? How can I understand or interpret 1,000 books all at once? How can I create a visualization that my students can interact with? The answers to these questions can be explored using a wide variety of digital tools, methods, and sources. As museums, libraries, archives and other institutions have digitized collections and artifacts, new tools and standards have been developed that turn those materials into machine-readable data. Optical Character Recognition (OCR) and the Text Encoding Initiative (TEI), for example, have enabled humanities researchers to process vast amounts of textual data. However, these advances are not limited just to text. Sound, images, and video have all been subject to these new forms of research. This course will show you how to manage the many aspects of digital humanities research and scholarship. Whether you are a student or scholar, librarian or archivist, museum curator or public historian — or just plain curious — this course will help you bring your area of study or interest to new life using digital tools.",introduction digital humanities,humanities,introductory,primary sources information frequently digitized available online ever use sources ask new questions chinese families organize landscapes china past african slaves different cultures form communities americas influences informed creation evolution broadway musicals understand interpret books create visualization students interact answers questions explored using wide variety digital tools methods sources museums libraries archives institutions digitized collections artifacts new tools standards developed turn materials machine readable data optical character recognition ocr text encoding initiative tei example enabled humanities researchers process vast amounts textual data however advances limited text sound images video subject new forms research course show manage many aspects digital humanities research scholarship whether student scholar librarian archivist museum curator public historian plain curious course help bring area study interest new life using digital tools
70,https://online-learning.harvard.edu/course/citiesx-past-present-and-future-urban-life?delta=1,"CitiesX: The Past, Present and Future of Urban Life",SOCIAL SCIENCES,Introductory,"A deeper understanding of what urbanism looks like around the world A historical perspective on the rise of cities throughout the world The role local and national governments play in developing and distorting cities The cultural contributions cities make to how we live, love, and learn The role of transportation in creating a liveable city Different approaches to analyzing public policy in cities","For the first time in human history, more than fifty percent of the world’s population lives in urban areas. Cities allow for the exchange of ideas and generate remarkable innovations in business, art, and ideas. Cities are also home to millions living in poverty. Urban living can provide a pathway to a better life, but that’s not always the case for many people around the world. CitiesX will give you a far-ranging look at the past, present and future of cities, with the aim of teaching you how to better understand, appreciate and improve urban areas. The course will explore key concepts of urban development by examining cities around the world, including London, Rio de Janiero, New York City, Shanghai, Mumbai, Kigali, and many more. The course includes a historical exploration of cities: how urban centers like ancient Rome resulted from the consolidation of imperial power, how cities like Sao Paulo grew as important hotbeds of industry, and how cities like Seattle became hubs of technology and human capital. CitiesX also dives into pressing social and urban planning issues like public health, transportation, zoning, gentrification, cost of living, crime, and congestion. The course includes interviews and insights from academics, policymakers, urban leaders and city residents. The analytical framework of the course comes from economics but is enhanced by conversations with experts from other disciplines (including Sociology, Urban Planning, Journalism, Anthropology, History, Art & Music) to provide learners with a greater understanding of all aspects of urbanism. Support for CitiesX is generously provided by Tishman Speyer.",citiesx past present future urban life,social sciences,introductory,first time human history fifty percent world population lives urban areas cities allow exchange ideas generate remarkable innovations business art ideas cities home millions living poverty urban living provide pathway better life always case many people around world citiesx give far ranging look past present future cities aim teaching better understand appreciate improve urban areas course explore key concepts urban development examining cities around world including london rio janiero new york city shanghai mumbai kigali many course includes historical exploration cities urban centers like ancient rome resulted consolidation imperial power cities like sao paulo grew important hotbeds industry cities like seattle became hubs technology human capital citiesx dives pressing social urban planning issues like public health transportation zoning gentrification cost living crime congestion course includes interviews insights academics policymakers urban leaders city residents analytical framework course comes economics enhanced conversations experts disciplines including sociology urban planning journalism anthropology history art music provide learners greater understanding aspects urbanism support citiesx generously provided tishman speyer
71,https://online-learning.harvard.edu/course/improving-your-business-through-culture-health?delta=1,Improving Your Business Through a Culture of Health,HEALTH & MEDICINE,Introductory,"The business case to adopt a Culture of Health The ways you are already involved in health, whether you realize it or not How to implement a Culture of Health in your business to gain a competitive advantage How to reduce costs, increase revenues, and enhance your business’s reputation using a Culture of Health Real-world examples of Culture of Health implementation that could apply to your business","While the United States is one of the world’s wealthiest nations, it is far from the healthiest. Our nation’s burden of disease affects businesses every day, from sick employees and families reducing productivity and increasing costs, to product recalls and failures, to environmental scandals such as toxic chemical emissions harming communities and reputations. Named Runner Up for Best Online Program of 2018 by ProEd, this HarvardX course is presented by leading faculty from the Harvard T.H. Chan School of Public Health and the Harvard Business School and will provide businesses with strategies, tactics, and tools to gain a competitive advantage by implementing a Culture of Health to address these issues and stay ahead. Embracing a Culture of Health can improve your employees’ well-being as well as the health of your consumers, your communities, and the environment. A Culture of Health can help you to reduce costs, increase revenues and profits, and enhance your company’s reputation.  For example, employees who work in a healthy and safe environment spend less time away from work for health reasons, decreasing interruptions, while increasing output and employee retention. When employees and customers spend less on health care, they have more disposable income to spend on non–health care needs, boosting the economy, and benefiting your business. Strengthening your business using the Culture of Health approach will enhance the greater good by promoting well-being—benefitting society, your business and employees, your customers and communities, and you.",improving business culture health,health medicine,introductory,united states world wealthiest nations far healthiest nation burden disease affects businesses every day sick employees families reducing productivity increasing costs product recalls failures environmental scandals toxic chemical emissions harming communities reputations named runner best online program proed harvardx course presented leading faculty harvard chan school public health harvard business school provide businesses strategies tactics tools gain competitive advantage implementing culture health address issues stay ahead embracing culture health improve employees well well health consumers communities environment culture health help reduce costs increase revenues profits enhance company reputation example employees work healthy safe environment spend less time away work health reasons decreasing interruptions increasing output employee retention employees customers spend less health disposable income spend health needs boosting economy benefiting business strengthening business using culture health approach enhance greater good promoting well benefitting society business employees customers communities
72,https://online-learning.harvard.edu/course/modern-masterpieces-world-literature?delta=1,Modern Masterpieces of World Literature,HUMANITIES,Introductory,"The recent history of world literature How literary works are transformed by cultural transmission How to critically analyze literary works Historical and political context in China, Argentina, Turkey, and more","Based on the second half of the Masterpieces of World Literature edX MOOC, this short literature course examines how writers reach beyond national and linguistic boundaries as worldly readers and travelers, and how their modern fictions rise to the status of world literature. These masterpieces of modern world literature take part in a tradition of weaving small stories into ambitious projects—one that reaches back to medieval tales and extends forward to contemporary novels. Throughout the course, you will learn how these writers use their fictions to engage directly with the political and social concerns of their present and of a globalized modernity, relating experiences of exploration, migration, international conflict, and cultural exchange.",modern masterpieces world literature,humanities,introductory,based second half masterpieces world literature edx mooc short literature course examines writers reach beyond national linguistic boundaries worldly readers travelers modern fictions rise status world literature masterpieces modern world literature part tradition weaving small stories ambitious projects reaches back medieval tales extends forward contemporary novels throughout course learn writers use fictions engage directly political social concerns present globalized modernity relating experiences exploration migration international conflict cultural exchange
73,https://online-learning.harvard.edu/course/ancient-masterpieces-world-literature?delta=1,Ancient Masterpieces of World Literature,HUMANITIES,Introductory,The early history of World Literature How literary works are transformed by cultural transmission and modern recovery How to critically analyze literary works The significance of major technological advances in writing,"This short literature course, based on the first half of the Masterpieces of World Literature edX MOOC, examines how civilizations and cultures of the ancient world defined themselves through literature and how that literature has continued to contribute to our understanding of those civilizations and cultures today. Cities, nations, and empires from antiquity through the middle ages drew on foundational histories and myths for their identities, relating these narratives through generations by means of oral-storytelling and new writing technologies. These epics, story collections, and novels, which take a keen interest in heroic travelers, would eventually travel themselves, finding new global audiences as the first works of world literature. Tracing developments in language, writing, and literary genre, this course also travels in time, from legendary accounts of ancient kings to histories of medieval courts and early-modern exploration. We will stop to consider how all of these texts affected the history of their own eras, but also how they have continued to find new prominence and significance in ours.",ancient masterpieces world literature,humanities,introductory,short literature course based first half masterpieces world literature edx mooc examines civilizations cultures ancient world defined literature literature continued contribute understanding civilizations cultures today cities nations empires antiquity middle ages drew foundational histories myths identities relating narratives generations means oral storytelling new writing technologies epics story collections novels keen interest heroic travelers would eventually travel finding new global audiences first works world literature tracing developments language writing literary genre course travels time legendary accounts ancient kings histories medieval courts early modern exploration stop consider texts affected history continued find new prominence significance
74,https://online-learning.harvard.edu/course/masterpieces-of-world-literature?delta=1,Masterpieces of World Literature,HUMANITIES,Introductory,The history of world literature How literary works and books are transformed by cultural transmission How to critically analyze literary works The significance of major technological advances in writing,"This literature course explores how great writers refract their world and how their works are transformed when they intervene in our global cultural landscape today. No national literature has ever grown up in isolation from the cultures around it; from the earliest periods, great works of literature have probed the tensions, conflicts, and connections among neighboring cultures and often more distant regions as well. Focusing mainly on works of literature that take the experience of the broader world as their theme, this course will explore the varied artistic modes in which great writers have situated themselves in the world, helping us to understand the deep roots of today's intertwined global cultures.",masterpieces world literature,humanities,introductory,literature course explores great writers refract world works transformed intervene global cultural landscape today national literature ever grown isolation cultures around earliest periods great works literature probed tensions conflicts connections among neighboring cultures often distant regions well focusing mainly works literature experience broader world theme course explore varied artistic modes great writers situated world helping us understand deep roots today intertwined global cultures
